state_id,state_name,page,sno,place_address,telephone,voip,email
5,Delhi,1,8,"WAZIRPUR Block-A, Wazirpur Industrial Area, Behind Richi Rich Restaurant, New Delhi",011-27375265,60011016,disp[hyphen]wazirpur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,1,9,"2C-35 C Block, Model Town III, Delhi",01127242791,60011059,disp[hyphen]azadpur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,1,10,Sarojini Nagar opp Sarojini Nagar DTC Bus Deport,01124671333,60011088,disp[hyphen]factoryroad[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,2,Delhi
5,Delhi,2,1,"Medical Officer Incharge, ESI Dispensary, C-235, Model Town-III, Azadpur, DELHI",011-27242791,-,
5,Delhi,2,2,"Near Vardhman Mall, Sec 7 Dwarka New delhi",01125088415,60011074,disp[hyphen]palamcolony[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,2,3,"JAHANGIRPURI BADLI EXTENSION A-79,Badli Extension, Outer Ring Road, New Delhi",011-27633503,6001103738,disp[hyphen]jahangirpuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,2,4,"JAWALAPURI Resettlement Colony, Phase-4,Jawalapuri, New Delhi",011-25267204,60011096,disp[hyphen]jawalapuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,2,5,"MADIPUR Pocket-03, Paschim Vihar, Madipur, New Delhi",011-25213796,60011040,disp[hyphen]madipur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,2,6,"MANGOLPURI Block-O, Mangolpuri, New Delhi",011-27923274,60011076,disp[hyphen]mangolpuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,2,7,"NARELA U-103, Vijay Nagar, Narela, New Delhi",011-27285840,60011091,disp[hyphen]narela[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,2,8,"WAZIRPUR Block-A, Wazirpur Industrial Area, Behind Richi Rich Restaurant, New Delhi",011-27375265,60011016,disp[hyphen]wazirpur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,2,9,"2C-35 C Block, Model Town III, Delhi",01127242791,60011059,disp[hyphen]azadpur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,2,10,Sarojini Nagar opp Sarojini Nagar DTC Bus Deport,01124671333,60011088,disp[hyphen]factoryroad[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,3,Delhi
5,Delhi,3,1,"Medical Officer Incharge, ESI Dispensary, C-235, Model Town-III, Azadpur, DELHI",011-27242791,-,
5,Delhi,3,2,"Near Vardhman Mall, Sec 7 Dwarka New delhi",01125088415,60011074,disp[hyphen]palamcolony[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,3,3,"JAHANGIRPURI BADLI EXTENSION A-79,Badli Extension, Outer Ring Road, New Delhi",011-27633503,6001103738,disp[hyphen]jahangirpuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,3,4,"JAWALAPURI Resettlement Colony, Phase-4,Jawalapuri, New Delhi",011-25267204,60011096,disp[hyphen]jawalapuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,3,5,"MADIPUR Pocket-03, Paschim Vihar, Madipur, New Delhi",011-25213796,60011040,disp[hyphen]madipur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,3,6,"MANGOLPURI Block-O, Mangolpuri, New Delhi",011-27923274,60011076,disp[hyphen]mangolpuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,3,7,"NARELA U-103, Vijay Nagar, Narela, New Delhi",011-27285840,60011091,disp[hyphen]narela[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,3,8,"WAZIRPUR Block-A, Wazirpur Industrial Area, Behind Richi Rich Restaurant, New Delhi",011-27375265,60011016,disp[hyphen]wazirpur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,3,9,"2C-35 C Block, Model Town III, Delhi",01127242791,60011059,disp[hyphen]azadpur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,3,10,Sarojini Nagar opp Sarojini Nagar DTC Bus Deport,01124671333,60011088,disp[hyphen]factoryroad[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,4,Delhi
5,Delhi,4,1,"Medical Officer Incharge, ESI Dispensary, C-235, Model Town-III, Azadpur, DELHI",011-27242791,-,
5,Delhi,4,2,"Near Vardhman Mall, Sec 7 Dwarka New delhi",01125088415,60011074,disp[hyphen]palamcolony[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,4,3,"JAHANGIRPURI BADLI EXTENSION A-79,Badli Extension, Outer Ring Road, New Delhi",011-27633503,6001103738,disp[hyphen]jahangirpuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,4,4,"JAWALAPURI Resettlement Colony, Phase-4,Jawalapuri, New Delhi",011-25267204,60011096,disp[hyphen]jawalapuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,4,5,"MADIPUR Pocket-03, Paschim Vihar, Madipur, New Delhi",011-25213796,60011040,disp[hyphen]madipur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,4,6,"MANGOLPURI Block-O, Mangolpuri, New Delhi",011-27923274,60011076,disp[hyphen]mangolpuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,4,7,"NARELA U-103, Vijay Nagar, Narela, New Delhi",011-27285840,60011091,disp[hyphen]narela[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,4,8,"WAZIRPUR Block-A, Wazirpur Industrial Area, Behind Richi Rich Restaurant, New Delhi",011-27375265,60011016,disp[hyphen]wazirpur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,4,9,"2C-35 C Block, Model Town III, Delhi",01127242791,60011059,disp[hyphen]azadpur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,4,10,Sarojini Nagar opp Sarojini Nagar DTC Bus Deport,01124671333,60011088,disp[hyphen]factoryroad[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,5,Delhi
5,Delhi,5,1,"Medical Officer Incharge, ESI Dispensary, C-235, Model Town-III, Azadpur, DELHI",011-27242791,-,
5,Delhi,5,2,"Near Vardhman Mall, Sec 7 Dwarka New delhi",01125088415,60011074,disp[hyphen]palamcolony[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,5,3,"JAHANGIRPURI BADLI EXTENSION A-79,Badli Extension, Outer Ring Road, New Delhi",011-27633503,6001103738,disp[hyphen]jahangirpuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,5,4,"JAWALAPURI Resettlement Colony, Phase-4,Jawalapuri, New Delhi",011-25267204,60011096,disp[hyphen]jawalapuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,5,5,"MADIPUR Pocket-03, Paschim Vihar, Madipur, New Delhi",011-25213796,60011040,disp[hyphen]madipur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,5,6,"MANGOLPURI Block-O, Mangolpuri, New Delhi",011-27923274,60011076,disp[hyphen]mangolpuri[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,5,7,"NARELA U-103, Vijay Nagar, Narela, New Delhi",011-27285840,60011091,disp[hyphen]narela[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,5,8,"WAZIRPUR Block-A, Wazirpur Industrial Area, Behind Richi Rich Restaurant, New Delhi",011-27375265,60011016,disp[hyphen]wazirpur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,5,9,"2C-35 C Block, Model Town III, Delhi",01127242791,60011059,disp[hyphen]azadpur[dot]dl[at]esic[dot]nic[dot]in
5,Delhi,5,10,Sarojini Nagar opp Sarojini Nagar DTC Bus Deport,01124671333,60011088,disp[hyphen]factoryroad[dot]dl[at]esic[dot]nic[dot]in
6,Goa,1,Goa
6,Goa,1,1,"ESI Dispensary,GIDC Admn. Building, 1st Floor, Industrial Estate,  Kundaim, Goa-403115",0832-2395165,60832024,disp[hyphen]kundaim[dot]goa[at]esic[dot]nic[dot]in
6,Goa,1,2,"ESI Dispensary, Curchorem,H. No. 679B Karmali building, Bepquegal, Curchorem, Goa, 403706",0832-2650413,60832001,disp[hyphen]curchorem[dot]goa[at]esic[dot]nic[dot]in
6,Goa,1,3,"ESI Dispensary, Vasco-da-Gama, First Floor, Dr. Ozler Forum Building, Near St. Andrew Church, Vasco-da-Gama, Goa, 403802",0832-2512260,68345001,disp[hyphen]vasco[dot]goa[at]esic[dot]nic[dot]in
6,Goa,1,4,"ESI Dispensary, Bicholim, Plot No-112 Industrial Estate, Bicholim, Goa, 403529",0832-2362480,60832011,disp[hyphen]bicholim[dot]goa[at]esic[dot]nic[dot]in
6,Goa,1,5,"ESI Dispensary, Ponda, Shop No-80, Commerce Centre, Ponda, Goa, 403401",0832-2314399,60832005,disp[hyphen]ponda[dot]goa[at]esic[dot]nic[dot]in
6,Goa,1,6,"ESI Dispensary, Sancoale, P-72 Industrial Estate, Sancoale, 403710",0832-2555372,60832021,disp[hyphen]sancoale[dot]goa[at]esic[dot]nic[dot]in
6,Goa,1,7,"ESI Dispensary, Mapusa, GIDC Building, 1st Floor, Industrial Estate Dattawadi, Mapusa, Goa, 403507",0832-2265375,60832012,disp[hyphen]mapusa[dot]goa[at]esic[dot]nic[dot]in
6,Goa,1,8,"ESI Dispensary, Margao, TYPE IV Quarters ESI Hospital Complex, Near Rajendra Prasad Stadium, Margao, Goa, 403601",0832-2735819,68342003,disp[hyphen]margao[dot]goa[at]esic[dot]nic[dot]in
6,Goa,1,9,"ESI Dispensary, Corlim, Plot No. 1, Corlim Industrial Estate, Corlim, Ilhas, Goa, 403110",0832-2285624,60832028,disp[hyphen]corlim[dot]goa[at]esic[dot]nic[dot]in
6,Goa,1,10,"ESI Dispensary, First Floor, ESI Corporation, Panchdeep Bhawan EDC Plot No.23, Patto Plaza, Panaji, Goa-403001",0832-2423950,60832017,disp[hyphen]panaji[dot]goa[at]esic[dot]nic[dot]in
6,Goa,2,Goa
6,Goa,2,1,"ESI Dispensary,GIDC Admn. Building, 1st Floor, Industrial Estate,  Kundaim, Goa-403115",0832-2395165,60832024,disp[hyphen]kundaim[dot]goa[at]esic[dot]nic[dot]in
6,Goa,2,2,"ESI Dispensary, Curchorem,H. No. 679B Karmali building, Bepquegal, Curchorem, Goa, 403706",0832-2650413,60832001,disp[hyphen]curchorem[dot]goa[at]esic[dot]nic[dot]in
6,Goa,2,3,"ESI Dispensary, Vasco-da-Gama, First Floor, Dr. Ozler Forum Building, Near St. Andrew Church, Vasco-da-Gama, Goa, 403802",0832-2512260,68345001,disp[hyphen]vasco[dot]goa[at]esic[dot]nic[dot]in
6,Goa,2,4,"ESI Dispensary, Bicholim, Plot No-112 Industrial Estate, Bicholim, Goa, 403529",0832-2362480,60832011,disp[hyphen]bicholim[dot]goa[at]esic[dot]nic[dot]in
6,Goa,2,5,"ESI Dispensary, Ponda, Shop No-80, Commerce Centre, Ponda, Goa, 403401",0832-2314399,60832005,disp[hyphen]ponda[dot]goa[at]esic[dot]nic[dot]in
6,Goa,2,6,"ESI Dispensary, Sancoale, P-72 Industrial Estate, Sancoale, 403710",0832-2555372,60832021,disp[hyphen]sancoale[dot]goa[at]esic[dot]nic[dot]in
6,Goa,2,7,"ESI Dispensary, Mapusa, GIDC Building, 1st Floor, Industrial Estate Dattawadi, Mapusa, Goa, 403507",0832-2265375,60832012,disp[hyphen]mapusa[dot]goa[at]esic[dot]nic[dot]in
6,Goa,2,8,"ESI Dispensary, Margao, TYPE IV Quarters ESI Hospital Complex, Near Rajendra Prasad Stadium, Margao, Goa, 403601",0832-2735819,68342003,disp[hyphen]margao[dot]goa[at]esic[dot]nic[dot]in
6,Goa,2,9,"ESI Dispensary, Corlim, Plot No. 1, Corlim Industrial Estate, Corlim, Ilhas, Goa, 403110",0832-2285624,60832028,disp[hyphen]corlim[dot]goa[at]esic[dot]nic[dot]in
6,Goa,2,10,"ESI Dispensary, First Floor, ESI Corporation, Panchdeep Bhawan EDC Plot No.23, Patto Plaza, Panaji, Goa-403001",0832-2423950,60832017,disp[hyphen]panaji[dot]goa[at]esic[dot]nic[dot]in
6,Goa,3,Goa
6,Goa,3,1,"ESI Dispensary,GIDC Admn. Building, 1st Floor, Industrial Estate,  Kundaim, Goa-403115",0832-2395165,60832024,disp[hyphen]kundaim[dot]goa[at]esic[dot]nic[dot]in
6,Goa,3,2,"ESI Dispensary, Curchorem,H. No. 679B Karmali building, Bepquegal, Curchorem, Goa, 403706",0832-2650413,60832001,disp[hyphen]curchorem[dot]goa[at]esic[dot]nic[dot]in
6,Goa,3,3,"ESI Dispensary, Vasco-da-Gama, First Floor, Dr. Ozler Forum Building, Near St. Andrew Church, Vasco-da-Gama, Goa, 403802",0832-2512260,68345001,disp[hyphen]vasco[dot]goa[at]esic[dot]nic[dot]in
6,Goa,3,4,"ESI Dispensary, Bicholim, Plot No-112 Industrial Estate, Bicholim, Goa, 403529",0832-2362480,60832011,disp[hyphen]bicholim[dot]goa[at]esic[dot]nic[dot]in
6,Goa,3,5,"ESI Dispensary, Ponda, Shop No-80, Commerce Centre, Ponda, Goa, 403401",0832-2314399,60832005,disp[hyphen]ponda[dot]goa[at]esic[dot]nic[dot]in
6,Goa,3,6,"ESI Dispensary, Sancoale, P-72 Industrial Estate, Sancoale, 403710",0832-2555372,60832021,disp[hyphen]sancoale[dot]goa[at]esic[dot]nic[dot]in
6,Goa,3,7,"ESI Dispensary, Mapusa, GIDC Building, 1st Floor, Industrial Estate Dattawadi, Mapusa, Goa, 403507",0832-2265375,60832012,disp[hyphen]mapusa[dot]goa[at]esic[dot]nic[dot]in
6,Goa,3,8,"ESI Dispensary, Margao, TYPE IV Quarters ESI Hospital Complex, Near Rajendra Prasad Stadium, Margao, Goa, 403601",0832-2735819,68342003,disp[hyphen]margao[dot]goa[at]esic[dot]nic[dot]in
6,Goa,3,9,"ESI Dispensary, Corlim, Plot No. 1, Corlim Industrial Estate, Corlim, Ilhas, Goa, 403110",0832-2285624,60832028,disp[hyphen]corlim[dot]goa[at]esic[dot]nic[dot]in
6,Goa,3,10,"ESI Dispensary, First Floor, ESI Corporation, Panchdeep Bhawan EDC Plot No.23, Patto Plaza, Panaji, Goa-403001",0832-2423950,60832017,disp[hyphen]panaji[dot]goa[at]esic[dot]nic[dot]in
7,Gujarat,1,Gujarat
7,Gujarat,1,1,"ESI Dispensary Kashiwishwanath, 
SRO Compound, Opp. VINS Hospital, Near Govardhannath Haweli, BPC Road, Alkapuri, Vadodara",0265-2358029,60265019-20-21,disp[hyphen]baroda1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,1,2,"ESI Dispensary, D-1 Acher Sabarmati, Ahmedabad",079- 27506936,60079085-87,disp[hyphen]ahmedabad1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,1,3,"ESI Dispensary, D2-Ahmedabad Vadaj , Red Cross Society Building, Old Vadaj",079-27557100,60079016-18,disp[hyphen]ahmedabad2[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,1,4,"ESI Dispensary, D-358 Ahmedabad, Near Dariyapur Darwaja,Ahmedabad",079-22135163,60079022-24,disp[hyphen]ahmedabad5[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,1,5,"ESI Dispensary, D-4,Nr. Bombay Gaurage, Nr. Shahibaugh Under Bridge, Shahibag, Ahmedabad",079-25621243,60079082-84,disp[hyphen]ahmedabad4[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,1,6,"ESI Dispensary, D-6, BH Mun. School, Girdharnagar, Ahmedabad",079-22868014,60079100-02,disp[hyphen]ahmedabad6[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,1,7,"ESI Dispensary, D-79, E.S.I.S. Balia Limdi, Near Punjab Petrol Pump, Asarwa, Ahmedabad",079-22136232,60079049-51,disp[hyphen]ahmedabad7[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,1,8,"D-10 , ESIS,BH RAMNAGAR SOCIETY, OLD CHAMANPRA, ASARWA, AHMEDABAD PIN-380016",079-22682663,60079073-75,disp[hyphen]ahmedabad10[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,1,9,"ESI Dispensary, D-11, Kalapinagar Housing board Coloney, Kalapinagar Last Bus stop, Asarwa, Ahmedabad-380016",079-22683104,60079046-48,disp[hyphen]ahmedabad11[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,1,10,"D-12,New Mental Hosp., Meghaninagar, Ahmedabad",079-22680669,60079121-23,disp[hyphen]ahmedabad12[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,2,Gujarat
7,Gujarat,2,1,"ESI Dispensary Kashiwishwanath, 
SRO Compound, Opp. VINS Hospital, Near Govardhannath Haweli, BPC Road, Alkapuri, Vadodara",0265-2358029,60265019-20-21,disp[hyphen]baroda1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,2,2,"ESI Dispensary, D-1 Acher Sabarmati, Ahmedabad",079- 27506936,60079085-87,disp[hyphen]ahmedabad1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,2,3,"ESI Dispensary, D2-Ahmedabad Vadaj , Red Cross Society Building, Old Vadaj",079-27557100,60079016-18,disp[hyphen]ahmedabad2[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,2,4,"ESI Dispensary, D-358 Ahmedabad, Near Dariyapur Darwaja,Ahmedabad",079-22135163,60079022-24,disp[hyphen]ahmedabad5[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,2,5,"ESI Dispensary, D-4,Nr. Bombay Gaurage, Nr. Shahibaugh Under Bridge, Shahibag, Ahmedabad",079-25621243,60079082-84,disp[hyphen]ahmedabad4[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,2,6,"ESI Dispensary, D-6, BH Mun. School, Girdharnagar, Ahmedabad",079-22868014,60079100-02,disp[hyphen]ahmedabad6[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,2,7,"ESI Dispensary, D-79, E.S.I.S. Balia Limdi, Near Punjab Petrol Pump, Asarwa, Ahmedabad",079-22136232,60079049-51,disp[hyphen]ahmedabad7[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,2,8,"D-10 , ESIS,BH RAMNAGAR SOCIETY, OLD CHAMANPRA, ASARWA, AHMEDABAD PIN-380016",079-22682663,60079073-75,disp[hyphen]ahmedabad10[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,2,9,"ESI Dispensary, D-11, Kalapinagar Housing board Coloney, Kalapinagar Last Bus stop, Asarwa, Ahmedabad-380016",079-22683104,60079046-48,disp[hyphen]ahmedabad11[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,2,10,"D-12,New Mental Hosp., Meghaninagar, Ahmedabad",079-22680669,60079121-23,disp[hyphen]ahmedabad12[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,3,Gujarat
7,Gujarat,3,1,"ESI Dispensary Kashiwishwanath, 
SRO Compound, Opp. VINS Hospital, Near Govardhannath Haweli, BPC Road, Alkapuri, Vadodara",0265-2358029,60265019-20-21,disp[hyphen]baroda1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,3,2,"ESI Dispensary, D-1 Acher Sabarmati, Ahmedabad",079- 27506936,60079085-87,disp[hyphen]ahmedabad1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,3,3,"ESI Dispensary, D2-Ahmedabad Vadaj , Red Cross Society Building, Old Vadaj",079-27557100,60079016-18,disp[hyphen]ahmedabad2[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,3,4,"ESI Dispensary, D-358 Ahmedabad, Near Dariyapur Darwaja,Ahmedabad",079-22135163,60079022-24,disp[hyphen]ahmedabad5[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,3,5,"ESI Dispensary, D-4,Nr. Bombay Gaurage, Nr. Shahibaugh Under Bridge, Shahibag, Ahmedabad",079-25621243,60079082-84,disp[hyphen]ahmedabad4[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,3,6,"ESI Dispensary, D-6, BH Mun. School, Girdharnagar, Ahmedabad",079-22868014,60079100-02,disp[hyphen]ahmedabad6[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,3,7,"ESI Dispensary, D-79, E.S.I.S. Balia Limdi, Near Punjab Petrol Pump, Asarwa, Ahmedabad",079-22136232,60079049-51,disp[hyphen]ahmedabad7[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,3,8,"D-10 , ESIS,BH RAMNAGAR SOCIETY, OLD CHAMANPRA, ASARWA, AHMEDABAD PIN-380016",079-22682663,60079073-75,disp[hyphen]ahmedabad10[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,3,9,"ESI Dispensary, D-11, Kalapinagar Housing board Coloney, Kalapinagar Last Bus stop, Asarwa, Ahmedabad-380016",079-22683104,60079046-48,disp[hyphen]ahmedabad11[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,3,10,"D-12,New Mental Hosp., Meghaninagar, Ahmedabad",079-22680669,60079121-23,disp[hyphen]ahmedabad12[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,4,Gujarat
7,Gujarat,4,1,"ESI Dispensary Kashiwishwanath, 
SRO Compound, Opp. VINS Hospital, Near Govardhannath Haweli, BPC Road, Alkapuri, Vadodara",0265-2358029,60265019-20-21,disp[hyphen]baroda1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,4,2,"ESI Dispensary, D-1 Acher Sabarmati, Ahmedabad",079- 27506936,60079085-87,disp[hyphen]ahmedabad1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,4,3,"ESI Dispensary, D2-Ahmedabad Vadaj , Red Cross Society Building, Old Vadaj",079-27557100,60079016-18,disp[hyphen]ahmedabad2[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,4,4,"ESI Dispensary, D-358 Ahmedabad, Near Dariyapur Darwaja,Ahmedabad",079-22135163,60079022-24,disp[hyphen]ahmedabad5[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,4,5,"ESI Dispensary, D-4,Nr. Bombay Gaurage, Nr. Shahibaugh Under Bridge, Shahibag, Ahmedabad",079-25621243,60079082-84,disp[hyphen]ahmedabad4[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,4,6,"ESI Dispensary, D-6, BH Mun. School, Girdharnagar, Ahmedabad",079-22868014,60079100-02,disp[hyphen]ahmedabad6[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,4,7,"ESI Dispensary, D-79, E.S.I.S. Balia Limdi, Near Punjab Petrol Pump, Asarwa, Ahmedabad",079-22136232,60079049-51,disp[hyphen]ahmedabad7[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,4,8,"D-10 , ESIS,BH RAMNAGAR SOCIETY, OLD CHAMANPRA, ASARWA, AHMEDABAD PIN-380016",079-22682663,60079073-75,disp[hyphen]ahmedabad10[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,4,9,"ESI Dispensary, D-11, Kalapinagar Housing board Coloney, Kalapinagar Last Bus stop, Asarwa, Ahmedabad-380016",079-22683104,60079046-48,disp[hyphen]ahmedabad11[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,4,10,"D-12,New Mental Hosp., Meghaninagar, Ahmedabad",079-22680669,60079121-23,disp[hyphen]ahmedabad12[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,5,Gujarat
7,Gujarat,5,1,"ESI Dispensary Kashiwishwanath, 
SRO Compound, Opp. VINS Hospital, Near Govardhannath Haweli, BPC Road, Alkapuri, Vadodara",0265-2358029,60265019-20-21,disp[hyphen]baroda1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,5,2,"ESI Dispensary, D-1 Acher Sabarmati, Ahmedabad",079- 27506936,60079085-87,disp[hyphen]ahmedabad1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,5,3,"ESI Dispensary, D2-Ahmedabad Vadaj , Red Cross Society Building, Old Vadaj",079-27557100,60079016-18,disp[hyphen]ahmedabad2[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,5,4,"ESI Dispensary, D-358 Ahmedabad, Near Dariyapur Darwaja,Ahmedabad",079-22135163,60079022-24,disp[hyphen]ahmedabad5[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,5,5,"ESI Dispensary, D-4,Nr. Bombay Gaurage, Nr. Shahibaugh Under Bridge, Shahibag, Ahmedabad",079-25621243,60079082-84,disp[hyphen]ahmedabad4[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,5,6,"ESI Dispensary, D-6, BH Mun. School, Girdharnagar, Ahmedabad",079-22868014,60079100-02,disp[hyphen]ahmedabad6[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,5,7,"ESI Dispensary, D-79, E.S.I.S. Balia Limdi, Near Punjab Petrol Pump, Asarwa, Ahmedabad",079-22136232,60079049-51,disp[hyphen]ahmedabad7[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,5,8,"D-10 , ESIS,BH RAMNAGAR SOCIETY, OLD CHAMANPRA, ASARWA, AHMEDABAD PIN-380016",079-22682663,60079073-75,disp[hyphen]ahmedabad10[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,5,9,"ESI Dispensary, D-11, Kalapinagar Housing board Coloney, Kalapinagar Last Bus stop, Asarwa, Ahmedabad-380016",079-22683104,60079046-48,disp[hyphen]ahmedabad11[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,5,10,"D-12,New Mental Hosp., Meghaninagar, Ahmedabad",079-22680669,60079121-23,disp[hyphen]ahmedabad12[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,6,Gujarat
7,Gujarat,6,1,"ESI Dispensary Kashiwishwanath, 
SRO Compound, Opp. VINS Hospital, Near Govardhannath Haweli, BPC Road, Alkapuri, Vadodara",0265-2358029,60265019-20-21,disp[hyphen]baroda1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,6,2,"ESI Dispensary, D-1 Acher Sabarmati, Ahmedabad",079- 27506936,60079085-87,disp[hyphen]ahmedabad1[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,6,3,"ESI Dispensary, D2-Ahmedabad Vadaj , Red Cross Society Building, Old Vadaj",079-27557100,60079016-18,disp[hyphen]ahmedabad2[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,6,4,"ESI Dispensary, D-358 Ahmedabad, Near Dariyapur Darwaja,Ahmedabad",079-22135163,60079022-24,disp[hyphen]ahmedabad5[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,6,5,"ESI Dispensary, D-4,Nr. Bombay Gaurage, Nr. Shahibaugh Under Bridge, Shahibag, Ahmedabad",079-25621243,60079082-84,disp[hyphen]ahmedabad4[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,6,6,"ESI Dispensary, D-6, BH Mun. School, Girdharnagar, Ahmedabad",079-22868014,60079100-02,disp[hyphen]ahmedabad6[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,6,7,"ESI Dispensary, D-79, E.S.I.S. Balia Limdi, Near Punjab Petrol Pump, Asarwa, Ahmedabad",079-22136232,60079049-51,disp[hyphen]ahmedabad7[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,6,8,"D-10 , ESIS,BH RAMNAGAR SOCIETY, OLD CHAMANPRA, ASARWA, AHMEDABAD PIN-380016",079-22682663,60079073-75,disp[hyphen]ahmedabad10[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,6,9,"ESI Dispensary, D-11, Kalapinagar Housing board Coloney, Kalapinagar Last Bus stop, Asarwa, Ahmedabad-380016",079-22683104,60079046-48,disp[hyphen]ahmedabad11[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,6,10,"D-12,New Mental Hosp., Meghaninagar, Ahmedabad",079-22680669,60079121-23,disp[hyphen]ahmedabad12[dot]gj[at]esic[dot]nic[dot]in
7,Gujarat,7,Gujarat
